id,name,seriesName,imageData,oldCargoTypes,newCargoTypes,evidence
cat-8205,96 m3 faces planes,"96 m3 2me type,  4 trmies — Marquages Groupe Soufflet.",img/catalog/F_WP/CerealFG96P2_Soufflet2_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8206,96 m3 faces planes,"96 m3 2me type,  4 trmies — Marquages Transcrales UNCAC.",img/catalog/F_WP/CerealFG96P2_TC_UNCAC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8207,96 m3 faces planes,"96 m3 2me type,  4 trmies — Livre verte Transcrales, sans pi.",img/catalog/F_WP/CerealFG96P2_TCV_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8208,96 m3 faces planes,"96 m3 2me type,  4 trmies — Livre verte Transcrales, sans pi. Marquage CTC.",img/catalog/F_WP/CerealFG96P2_TCV_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8209,96 m3 faces planes,"96 m3 2me type,  4 trmies — Livre verte Transcrales, avec pi.",img/catalog/F_WP/CerealFG96P2_TCVE_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8210,96 m3 faces planes,"96 m3 2me type,  4 trmies — Livre verte Transcrales, avec pi. Marquage CTC.",img/catalog/F_WP/CerealFG96P2_TCVE_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8211,96 m3 faces planes,"96 m3 2me type,  4 trmies — Livre verte Transcrales, avec pi. Marquage Transmagrains.",img/catalog/F_WP/CerealFG96P2_TCVE_Transmagrains_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8212,96 m3 faces planes,"96 m3 2me type,  4 trmies — Dernire livre Transcrales avec chassis gris clair. Marquages CIWC.",img/catalog/F_WP/CerealFG96P2_TCV2_CIWC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8213,96 m3 faces planes,"96 m3 2me type,  4 trmies — Dernire livre Transcrales avec chassis gris clair. Marquages CTC.",img/catalog/F_WP/CerealFG96P2_TCV2_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8214,96 m3 faces planes,"96 m3 2me type,  4 trmies — Dernire livre Transcrales avec chassis gris clair. Marquages Invivo.",img/catalog/F_WP/CerealFG96P2_TCV2_Invivo_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8215,96 m3 faces planes,"96 m3 3me type,  3 trmies — Marquages Breiz'Al.",img/catalog/F_WP/CerealFG96P3_Breizal_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8216,96 m3 faces planes,"96 m3 3me type,  3 trmies — Marquages Cooperl.",img/catalog/F_WP/CerealFG96P3_Cooperl_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8217,96 m3 faces planes,"96 m3 3me type,  3 trmies — Premier logo Guyomarc'h.",img/catalog/F_WP/CerealFG96P3_Guyomarch1_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8218,96 m3 faces planes,"96 m3 3me type,  3 trmies — Marquages Guyomarc'h.",img/catalog/F_WP/CerealFG96P3_Guyomarch_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8219,96 m3 faces planes,"96 m3 3me type,  3 trmies — Marquages TMF CITA.",img/catalog/F_WP/CerealFG96P3_TMFCITA_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8220,96 m3 faces planes,"96 m3 3me type,  3 trmies — Marquages Transcrales Compagnie du Midi.",img/catalog/F_WP/CerealFG96P3_TC_Midi_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8221,96 m3 faces planes,"96 m3 3me type,  3 trmies — Livre verte Transcrales, avec pi.",img/catalog/F_WP/CerealFG96P3_TCVE_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8222,96 m3 faces planes,"96 m3 3me type,  3 trmies — Livre verte Transcrales, avec pi. Marquage ERMEWA.",img/catalog/F_WP/CerealFG96P3_TCVE_Ermewa_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8223,96 m3 faces planes,"96 m3 3me type,  3 trmies — Livre verte Transcrales. Marquage CTC.",img/catalog/F_WP/CerealFG96P3_TCV_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8224,94 m3 faces galbes,A 3 trmies — Livre grise neutre.,img/catalog/F_WP/CerealFG94G_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8225,94 m3 faces galbes,A 3 trmies — Livre Cantalou.,img/catalog/F_WP/CerealFG94G_Cantalou_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8226,94 m3 faces galbes,A 3 trmies — Marquages Le Gouessant.,img/catalog/F_WP/CerealFG94G_Gouessant_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8227,94 m3 faces galbes,A 3 trmies — Livre des Grands Moulins de Bourgoin.,img/catalog/F_WP/CerealFG_GMB_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8228,94 m3 faces galbes,A 3 trmies — Marquages Monfer (en biais).,img/catalog/F_WP/CerealFG94G_Monfer1b_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8229,94 m3 faces galbes,A 3 trmies — Anciens marquages Soufflet.,img/catalog/F_WP/CerealFG94G_Soufflet1_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8230,94 m3 faces galbes,A 3 trmies — Marquages Groupe Soufflet.,img/catalog/F_WP/CerealFG94G_Soufflet2_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8231,94 m3 faces galbes,A 3 trmies — Nouvelle livre Groupe Soufflet (premire application  : 2011).,img/catalog/F_WP/CerealFG94G_Soufflet3_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8232,94 m3 faces galbes,A 3 trmies — Ancienne livre des Grands Moulins Storione.,img/catalog/F_WP/CerealFG94G_Storione1_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8233,94 m3 faces galbes,A 3 trmies — Dernire livre des Grands Moulins Storione.,img/catalog/F_WP/CerealFG94G_Storione2_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8234,94 m3 faces galbes,A 3 trmies — Marquages TMF CITA.,img/catalog/F_WP/CerealFG94G_TMFCITA_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8235,94 m3 faces galbes,A 3 trmies — Marquages TMF CITA simplifi (petit logo).,img/catalog/F_WP/CerealFG94G_TMFCITAPL_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8236,94 m3 faces galbes,A 3 trmies — Marquages Transcrales simple.,img/catalog/F_WP/CerealFG94G_TC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8237,94 m3 faces galbes,A 3 trmies — Marquages Transcrales Algeco.,img/catalog/F_WP/CerealFG94G_TC_Algeco_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8238,94 m3 faces galbes,A 3 trmies — Marquages Transcrales CTC.,img/catalog/F_WP/CerealFG94G_TC_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8239,94 m3 faces galbes,A 3 trmies — Marquages Transcrales Ermewa.,img/catalog/F_WP/CerealFG94G_TC_Ermewa_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8240,94 m3 faces galbes,A 3 trmies — Marquages Transcrales Esmery Caron.,img/catalog/F_WP/CerealFG94G_TC_Esmery_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8241,94 m3 faces galbes,A 3 trmies — Marquages Transcrales M.R.O..,img/catalog/F_WP/CerealFG94G_TC_MRO_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8242,94 m3 faces galbes,A 3 trmies — Marquages Transcrales Propul.,img/catalog/F_WP/CerealFG94G_TC_Propul_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8243,94 m3 faces galbes,A 3 trmies — Marquages Transcrales SHGT.,img/catalog/F_WP/CerealFG94G_TC_SHGT_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8244,94 m3 faces galbes,A 3 trmies — Marquages Transcrales SICA La Rochelle Pallice.,img/catalog/F_WP/CerealFG94G_TC_SICALRP_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8245,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi.",img/catalog/F_WP/CerealFG94G_TCVE_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8246,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi.",img/catalog/F_WP/CerealFG94G_TCV_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8247,94 m3 faces galbes,"A 3 trmies — Troisime version de livre Transcrales (chassis clair, marquages verts).",img/catalog/F_WP/CerealFG94G_TCV2_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8248,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage CAF Grains.",img/catalog/F_WP/CerealFG94G_TCV_CAFGrains_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8249,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi. Marquage CIWC.",img/catalog/F_WP/CerealFG94G_TCVE_CIWC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8250,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage CIWC.",img/catalog/F_WP/CerealFG94G_TCV_CIWC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8251,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage Comptoirs Andr.",img/catalog/F_WP/CerealFG94G_TCV_CA_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8252,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi. Marquage CTC.",img/catalog/F_WP/CerealFG94G_TCVE_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8253,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage CTC.",img/catalog/F_WP/CerealFG94G_TCV_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8254,94 m3 faces galbes,A 3 trmies — Troisime version de livre Transcrales. Marquage CTC.,img/catalog/F_WP/CerealFG94G_TCV2_CTC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8255,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi. Marquage Ermewa.",img/catalog/F_WP/CerealFG94G_TCVE_Ermewa_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8256,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage Ermewa.",img/catalog/F_WP/CerealFG94G_TCV_Ermewa_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8257,94 m3 faces galbes,A 3 trmies — Troisime version de livre Transcrales. Marquage Ermewa.,img/catalog/F_WP/CerealFG94G_TCV2_Ermewa_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8258,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage France Wagons.",img/catalog/F_WP/CerealFG94G_TCV_FW_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8259,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi. Marquage Invivo.",img/catalog/F_WP/CerealFG94G_TCVE_Invivo_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8260,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage Invivo.",img/catalog/F_WP/CerealFG94G_TCV_Invivo_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8261,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi. Marquage M.R.O..",img/catalog/F_WP/CerealFG94G_TCVE_MRO_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8262,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage M.R.O..",img/catalog/F_WP/CerealFG94G_TCV_MRO_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8263,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi. Marquage S.H.G.T..",img/catalog/F_WP/CerealFG94G_TCVE_SHGT_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8264,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage S.H.G.T..",img/catalog/F_WP/CerealFG94G_TCV_SHGT_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8265,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage SICA.",img/catalog/F_WP/CerealFG94G_TCV_SICA_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8266,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, avec pi. Marquage Sigma.",img/catalog/F_WP/CerealFG94G_TCVE_Sigma_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8267,94 m3 faces galbes,"A 3 trmies — Livre verte Transcrales, sans pi. Marquage Sigma.",img/catalog/F_WP/CerealFG94G_TCV_Sigma_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8268,94 m3 faces galbes,A 3 trmies — Marquages Unicopa.,img/catalog/F_WP/CerealesFG_Unicopa_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8269,94 m3 faces galbes,A 3 trmies — Livre Union cooprative de l'Argoat.,img/catalog/F_WP/CerealFG94G_UCA_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8270,94 m3 faces galbes,Craliers Fauvet Girel faces galbes 94 m3 — Marquages Breiz'Al.,img/catalog/F_WP/CerealFG94G8_Breizal_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8271,94 m3 faces galbes,Craliers Fauvet Girel faces galbes 94 m3 — Marquages Cooperl.,img/catalog/F_WP/CerealFG94G8_Cooperl_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8272,94 m3 faces galbes,Craliers Fauvet Girel faces galbes 94 m3 — Marquages Cooperl Axe Atlantique.,img/catalog/F_WP/CerealFG94G8_CooperlAA_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8273,94 m3 faces galbes,Craliers Fauvet Girel faces galbes 94 m3 — Marquages Guyomarc'h.,img/catalog/F_WP/CerealFG94G8_Guyomarch_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8274,94 m3 faces galbes,"Craliers Fauvet Girel faces galbes 94 m3 — Livre verte Transcrales, avec pi. Marquage CIWC.",img/catalog/F_WP/CerealFG94G8_TCVE_CIWC_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
cat-8275,94 m3 faces galbes,"Craliers Fauvet Girel faces galbes 94 m3 — Livre verte Transcrales, sans pi. Marquage Ermewa.",img/catalog/F_WP/CerealFG94G8_TCV_Ermewa_R.gif,grain|flour|sugar|salt|coal|ore|gravel|sand|ballast|limestone|cement|clinker|coke|bauxite|fertilizer|potash|phosphate|kaolin|alumina|sinter|pig-iron|scrap|aggregates,grain,grain:description/nom MLG: céréalier/grains
